hip,bibcode,nbmes,obsdate,qual,quality,velType,velValue,velValue_prec,remark,remarks,oidref,hipnospace
HIP   7276,2004A&A...418..989N,13.0,,,A,v  ,-15.300000190734863,1.0,,,1347088,HIP7276
HIP   7276,2002ApJS..141..503N,,,,A,V  ,-14.95,2.0,,,1347088,HIP7276
HIP   7276,1953GCRV..C......0W,3.0,,,B,v  ,-14.600000381469727,1.0,,##,1347088,HIP7276
HIP   7276,1950ApJ...111..221W,3.0,,,,v  ,-15.100000381469727,1.0,,,1347088,HIP7276
HIP   7961,2007A&A...465..271R,,,,A,v  ,-8.5,1.0,,,1297884,HIP7961
HIP   7961,2004A&A...418..989N,5.0,,,A,v  ,-8.5,1.0,,,1297884,HIP7961
HIP   7961,2006AstL...32..759G,,,,A,V  ,-8.4,2.0,,,1297884,HIP7961
HIP   7978,2007A&A...465..271R,,,,B,v  ,28.0,1.0,,,3167713,HIP7978
HIP   7978,1930LicOB..15...47N,6.0,,,,v  ,1.2999999523162842,1.0,,,3167713,HIP7978
HIP   7978,1953GCRV..C......0W,6.0,,,B,v  ,12.899999618530273,1.0,,##,3167713,HIP7978
HIP   7978,2004A&A...418..989N,4.0,,,A,v  ,27.5,1.0,,,3167713,HIP7978
HIP   7978,2005ApJS..159..141V,,,,A,V  ,28.4,2.0,,,3167713,HIP7978
HIP   8398,2013A&A...552A..64S,,,,A,z  ,36.367,3.0,,,1157262,HIP8398
HIP   8398,2005ApJS..159..141V,,,,B,V  ,37.2,2.0,,,1157262,HIP8398
HIP   8398,2004A&A...418..989N,3.0,,,A,v  ,36.0,1.0,,,1157262,HIP8398
HIP   8398,1979IAUS...30...57E,5.0,,,B,v  ,35.70000076293945,1.0,,##,1157262,HIP8398
HIP   8398,1959MNRAS.119..638E,5.0,,,,v  ,35.70000076293945,1.0,,,1157262,HIP8398
HIP   8498,2004A&A...418..989N,9.0,,,A,v  ,16.899999618530273,1.0,,,3095357,HIP8498
HIP   8498,2006AstL...32..759G,,,,A,V  ,17.0,2.0,,,3095357,HIP8498
HIP   8572,2000AJ....119.2866B,,,,,v  ,33.0,0.0,,,1337235,HIP8572
HIP   8572,2002AJ....124.1144L,15.0,,,A,v  ,36.209999084472656,2.0,,,1337235,HIP8572
HIP   8572,2002AJ....124.1144L,,,,A,V  ,36.21,2.0,,,1337235,HIP8572
HIP   8572,2004A&A...418..989N,3.0,,,B,v  ,35.29999923706055,1.0,,,1337235,HIP8572
HIP   8572,2011ApJ...743..140B,,,D,,V  ,36.2,1.0,,,1337235,HIP8572
HIP   8674,2013A&A...552A..64S,,,,A,z  ,41.101,3.0,,,1297984,HIP8674
HIP   8674,2007A&A...465..271R,,,,A,v  ,40.6,1.0,,,1297984,HIP8674
HIP   8674,2011A&A...526A.112S,,,,A,V  ,41.12,2.0,,,1297984,HIP8674
HIP   8674,2004A&A...418..989N,6.0,,,A,v  ,40.599998474121094,1.0,,,1297984,HIP8674
HIP   8674,1979IAUS...30...57E,6.0,,,B,v  ,38.29999923706055,1.0,,##,1297984,HIP8674
HIP   8674,1965MNRAS.129...63P,2.0,,,,v  ,38.29999923706055,1.0,,,1297984,HIP8674
HIP   8674,1955PDDO....2...97R,4.0,,,,v  ,38.5,1.0,,,1297984,HIP8674
HIP   8758,17AJ....153...7521K,1.0,53610.699,B,B,v  ,19.39,2.0,,,1249968,HIP8758
HIP   8758,2006AstL...32..759G,,,,A,V  ,20.6,2.0,,,1249968,HIP8758
HIP   8758,2004A&A...418..989N,3.0,,,A,v  ,20.600000381469727,1.0,,,1249968,HIP8758
HIP   8798,2013A&A...552A..64S,,,,A,z  ,-16.438,3.0,,,1374911,HIP8798
HIP   8798,2004A&A...418..989N,8.0,,,A,v  ,-16.700000762939453,1.0,,,1374911,HIP8798
HIP   8798,2002AJ....124.1144L,,,,A,V  ,-16.52,2.0,,,1374911,HIP8798
HIP   8798,2002AJ....124.1144L,10.0,,,A,v  ,-16.709999084472656,2.0,,,1374911,HIP8798
HIP   8798,2000VeARI..37....1W,,,,,v  ,-17.100000381469727,1.0,,,1374911,HIP8798
HIP   8859,2007A&A...465..271R,,,,A,v  ,-17.1,1.0,,,1437823,HIP8859
HIP   8859,1955PDDO....2...97R,1.0,,,,v  ,-20.600000381469727,1.0,,,1437823,HIP8859
HIP   8859,1969AJ.....74..908A,10.0,,,,v  ,-18.399999618530273,1.0,,,1437823,HIP8859
HIP   8859,1979IAUS...30...57E,1.0,,,D,v  ,-20.600000381469727,1.0,,##,1437823,HIP8859
HIP   8859,2004A&A...418..989N,3.0,,,A,v  ,-17.100000381469727,1.0,,,1437823,HIP8859
HIP   8859,2006AstL...32..759G,,,,A,V  ,-17.4,2.0,,,1437823,HIP8859
HIP   9085,1966RGOB..110..185E,4.0,,,,v  ,3.799999952316284,1.0,,,3140539,HIP9085
HIP   9085,1979IAUS...30...57E,4.0,,,B,v  ,3.799999952316284,1.0,,##,3140539,HIP9085
HIP   9085,2004A&A...418..989N,3.0,,,A,v  ,3.9000000953674316,1.0,,,3140539,HIP9085
HIP   9085,2006AstL...32..759G,,,,A,V  ,3.6,2.0,,,3140539,HIP9085
HIP   9137,2004A&A...418..989N,3.0,,,A,v  ,63.79999923706055,1.0,,,1455415,HIP9137
HIP   9137,2006AstL...32..759G,,,,A,V  ,63.6,2.0,,,1455415,HIP9137
HIP   9316,2004A&A...418..989N,2.0,,,A,v  ,29.399999618530273,1.0,,,3095105,HIP9316
HIP   9316,2006AstL...32..759G,,,,A,V  ,29.6,2.0,,,3095105,HIP9316
HIP   9381,2013A&A...552A..64S,,,,A,z  ,-26.507,3.0,,,1157959,HIP9381
HIP   9381,2005ApJS..159..141V,,,,B,V  ,-25.6,2.0,,,1157959,HIP9381
HIP   9381,2004A&A...418..989N,5.0,,,A,v  ,-26.700000762939453,1.0,,,1157959,HIP9381
HIP   9381,1979IAUS...30...57E,7.0,,,B,v  ,-27.5,1.0,,##,1157959,HIP9381
HIP   9381,1963MNRAS.126...29B,3.0,,,,v  ,-28.0,1.0,,,1157959,HIP9381
HIP   9381,1961RGOB...48..389E,4.0,,,,v  ,-27.100000381469727,1.0,,,1157959,HIP9381
HIP   9471,2004A&A...418..989N,2.0,,,A,v  ,-7.0,1.0,,,3196243,HIP9471
HIP   9471,2006AstL...32..759G,,,,A,V  ,-6.9,2.0,,,3196243,HIP9471
HIP   9629,2013A&A...552A..64S,,,,A,z  ,42.694,3.0,,,1158489,HIP9629
HIP   9629,2006AstL...32..759G,,,,A,V  ,42.5,2.0,,,1158489,HIP9629
HIP   9629,2004A&A...418..989N,3.0,,,A,v  ,42.29999923706055,1.0,,,1158489,HIP9629
HIP   9818,2004A&A...418..989N,1.0,,,A,v  ,-10.100000381469727,1.0,,,3058443,HIP9818
HIP   9818,2006AstL...32..759G,,,,A,V  ,-10.0,2.0,,,3058443,HIP9818
HIP   9911,2014MNRAS.444.3517M,,,D,,V  ,-39.0,1.0,,,1375641,HIP9911
HIP   9911,2013A&A...552A..64S,,,,A,z  ,-39.227,3.0,,,1375641,HIP9911
HIP   9911,2002ApJS..141..503N,,,,A,V  ,-39.29,2.0,,,1375641,HIP9911
HIP   9911,1979IAUS...30...57E,4.0,,,B,v  ,-40.20000076293945,1.0,,##,1375641,HIP9911
HIP   9911,1963MNRAS.126..381K,1.0,,,,v  ,-39.900001525878906,1.0,,,1375641,HIP9911
HIP   9911,1953GCRV..C......0W,3.0,,,B,v  ,-40.20000076293945,1.0,,##,1375641,HIP9911
HIP   9911,1915ApJ....42..172A,1.0,,,,v  ,-40.70000076293945,1.0,,,1375641,HIP9911
HIP  10116,2004A&A...418..989N,4.0,,,A,v  ,43.0,1.0,,,3180985,HIP10116
HIP  10116,2006AstL...32..759G,,,,A,V  ,43.1,2.0,,,3180985,HIP10116
HIP  10225,2004A&A...418..989N,3.0,,,C,v  ,13.600000381469727,1.0,,,3041447,HIP10225
HIP  10225,2006AstL...32..759G,,,,C,V  ,13.4,2.0,,,3041447,HIP10225
HIP  10306,1928PLicO..16....1C,4.0,,,,v  ,5.400000095367432,1.0,,,1485726,HIP10306
HIP  10306,1938ApJ....88...34C,3.0,,,,v  ,7.900000095367432,1.0,,,1485726,HIP10306
HIP  10306,1953GCRV..C......0W,7.0,,,A,v  ,6.0,1.0,,##,1485726,HIP10306
HIP  10306,2004A&A...418..989N,7.0,,,A,v  ,4.5,1.0,,,1485726,HIP10306
HIP  10306,2005PASJ...57...13T,,,,,v  ,6.0,1.0,,,1485726,HIP10306
HIP  10306,2011AAS...21743412C,,,,A,V  ,5.69,2.0,,,1485726,HIP10306
HIP  10483,2004A&A...418..989N,2.0,,,A,v  ,56.20000076293945,1.0,,,1184635,HIP10483
HIP  10483,2006AstL...32..759G,,,,A,V  ,56.1,2.0,,,1184635,HIP10483
HIP  10492,1979IAUS...30...57E,4.0,,,B,v  ,0.8999999761581421,1.0,,##,1270828,HIP10492
HIP  10492,2004A&A...418..989N,3.0,,,C,v  ,-0.6000000238418579,1.0,,,1270828,HIP10492
HIP  10492,2006AstL...32..759G,,,,C,V  ,0.4,2.0,,,1270828,HIP10492
HIP  10694,2004A&A...418..989N,4.0,,,A,v  ,-31.0,1.0,,,3140014,HIP10694
HIP  10694,2006AstL...32..759G,,,,A,V  ,-30.9,2.0,,,3140014,HIP10694
HIP  10798,2013A&A...552A..64S,,,,A,z  ,7.459,3.0,,,1250626,HIP10798
HIP  10798,2007A&A...465..271R,,,,A,v  ,7.2,1.0,,,1250626,HIP10798
HIP  10798,2010A&A...521A..12M,,,D,,V  ,7.33,2.0,,,1250626,HIP10798
HIP  10798,2004A&A...420..183A,,,,C,v  ,7.0,1.0,,,1250626,HIP10798
HIP  10798,2004A&A...418..989N,4.0,,,A,v  ,7.199999809265137,1.0,,,1250626,HIP10798
HIP  10798,2002ApJS..141..503N,,,,A,V  ,7.17,2.0,,,1250626,HIP10798
HIP  10798,1979IAUS...30...57E,8.0,,,A,v  ,7.0,1.0,,##,1250626,HIP10798
HIP  10798,1957MNRAS.117..534E,5.0,,,,v  ,7.900000095367432,1.0,,,1250626,HIP10798
HIP  10798,1953GCRV..C......0W,3.0,,,B,v  ,5.400000095367432,1.0,,##,1250626,HIP10798
HIP  10798,1923ApJ....57..149A,3.0,,,,v  ,5.900000095367432,1.0,,,1250626,HIP10798
HIP  10842,2013A&A...552A..64S,,,,A,z  ,61.233,3.0,,,3196068,HIP10842
HIP  10842,2006AstL...32..759G,,,,A,V  ,60.7,2.0,,,3196068,HIP10842
HIP  10842,2004A&A...418..989N,4.0,,,A,v  ,60.5,1.0,,,3196068,HIP10842
HIP  10977,17AJ....153...7521K,1.0,53609.702,C,C,v  ,53.36,2.0,,,1214496,HIP10977
HIP  10977,2013A&A...552A..64S,,,,A,z  ,52.218,3.0,,,1214496,HIP10977
HIP  10977,2011AJ....141..187S,1.0,53608.0,C,C,v  ,53.359,3.0,,,1214496,HIP10977
HIP  10977,2011AJ....141..187S,1.0,53608.0,A,A,v  ,52.181,3.0,,,1214496,HIP10977
HIP  10977,2006AstL...32..759G,,,,A,V  ,51.7,2.0,,,1214496,HIP10977
HIP  10977,2004A&A...418..989N,2.0,,,A,v  ,51.5,1.0,,,1214496,HIP10977
HIP  10977,1979IAUS...30...57E,5.0,,,B,v  ,54.0,1.0,,##,1214496,HIP10977
HIP  10977,1961RGOB...48..389E,5.0,,,,v  ,54.0,1.0,,,1214496,HIP10977
HIP  11072,1913LicOB...7..113C,1.0,,,,v  ,19.799999237060547,1.0,,,1250477,HIP11072
HIP  11072,1928PLicO..16....1C,4.0,,,,v  ,18.399999618530273,1.0,,,1250477,HIP11072
HIP  11072,1953GCRV..C......0W,4.0,,,B,v  ,18.399999618530273,1.0,,##,1250477,HIP11072
HIP  11072,2002ApJS..141..503N,,,,A,V  ,18.82,2.0,,,1250477,HIP11072
HIP  11072,2004A&A...418..989N,5.0,,,C,v  ,15.300000190734863,1.0,,,1250477,HIP11072
HIP  11072,2006A&A...460..695T,1.0,,,,v  ,18.399999618530273,1.0,,,1250477,HIP11072
HIP  11072,2010A&A...521A..12M,,,D,,V  ,12.62,2.0,,,1250477,HIP11072
HIP  11072,2013AJ....145...76T,,19649.4,,B,v  ,19.9,1.0,,,1250477,HIP11072
HIP  11072,2013AJ....145...76T,,19762.12,,B,v  ,17.4,1.0,,,1250477,HIP11072
HIP  11072,2013AJ....145...76T,,21152.28,,D,v  ,17.8,1.0,,,1250477,HIP11072
HIP  11072,2013AJ....145...76T,,48999.5,,A,v  ,21.82,2.0,,,1250477,HIP11072
HIP  11072,2013AJ....145...76T,,49999.5,,A,v  ,20.74,2.0,,,1250477,HIP11072
HIP  11072,2013AJ....145...76T,,50799.5,,A,v  ,19.36,2.0,,,1250477,HIP11072
HIP  11072,2013AJ....145...76T,,51169.58,,A,v  ,18.824,3.0,,,1250477,HIP11072
HIP  11072,2013AJ....145...76T,,51884.235,,A,v  ,17.71,2.0,,,1250477,HIP11072
HIP  11072,2013AJ....145...76T,,53001.165,,A,v  ,15.46,2.0,,,1250477,HIP11072
HIP  11072,2013AJ....145...76T,,55979.033,,A,v  ,11.53,2.0,,,1250477,HIP11072
HIP  11072,2013AJ....145...76T,,55983.028,,A,v  ,11.54,2.0,,,1250477,HIP11072
HIP  11072,2013AJ....145...76T,,56165.33,,A,v  ,12.001,3.0,,,1250477,HIP11072
HIP  11072,2013AJ....145...76T,,56167.365,,A,v  ,12.019,3.0,,,1250477,HIP11072
HIP  11072,2013AJ....145...76T,,56171.297,,A,v  ,12.032,3.0,,,1250477,HIP11072
HIP  11072,2013AJ....145...76T,,56182.361,,A,v  ,12.048,3.0,,,1250477,HIP11072
HIP  11072,2013AJ....145...76T,,56194.33,,A,v  ,12.095,3.0,,,1250477,HIP11072
HIP  11072,2013AJ....145...76T,,56200.334,,A,v  ,12.111,3.0,,,1250477,HIP11072
HIP  11072,2013AJ....145...76T,,19378.17,,B,v  ,18.6,1.0,,,1250477,HIP11072
HIP  11072,2007A&A...465..271R,,,,C,v  ,15.3,1.0,,,1250477,HIP11072
HIP  11205,2004A&A...418..989N,2.0,,,A,v  ,19.600000381469727,1.0,,,1159077,HIP11205
HIP  11205,2006AstL...32..759G,,,,A,V  ,19.8,2.0,,,1159077,HIP11205
HIP  11309,2007A&A...465..271R,,,,A,v  ,-8.7,1.0,,,1456317,HIP11309
HIP  11309,2002AJ....124.1144L,10.0,,,A,v  ,-8.819999694824219,2.0,,,1456317,HIP11309
HIP  11309,2002AJ....124.1144L,,,,A,V  ,-8.82,2.0,,,1456317,HIP11309
HIP  11309,2004A&A...418..989N,4.0,,,A,v  ,-8.699999809265137,1.0,,,1456317,HIP11309
HIP  11586,2004A&A...418..989N,6.0,,,A,v  ,72.9000015258789,1.0,,,1271073,HIP11586
HIP  11586,2006AstL...32..759G,,,,A,V  ,72.5,2.0,,,1271073,HIP11586
HIP  12048,2015A&A...574A..50J,,,A,,V  ,-50.5,2.0,,,1359995,HIP12048
HIP  12048,2014MNRAS.444.3517M,,,D,,V  ,-50.7,1.0,,,1359995,HIP12048
HIP  12048,2013A&A...552A..64S,,,,A,z  ,-50.9,3.0,,,1359995,HIP12048
HIP  12048,2013A&A...554A..84M,,,,A,V  ,-51.54,2.0,,,1359995,HIP12048
HIP  12048,2011ApJ...736...87K,,,A,A,v  ,-51.0,1.0,,,1359995,HIP12048
HIP  12048,2005PASJ...57...13T,,,,,v  ,-51.4,1.0,,,1359995,HIP12048
HIP  12048,2004A&A...418..989N,10.0,,,A,v  ,-51.20000076293945,1.0,,,1359995,HIP12048
HIP  12048,2002ApJS..141..503N,,,,A,V  ,-50.93,2.0,,,1359995,HIP12048
HIP  12048,2000VeARI..37....1W,,,,,v  ,-51.400001525878906,1.0,,,1359995,HIP12048
HIP  12048,1953GCRV..C......0W,3.0,,,C,v  ,-53.0,0.0,,##,1359995,HIP12048
HIP  12048,1929ApJ....70..207A,3.0,,,,v  ,-53.79999923706055,1.0,,,1359995,HIP12048
HIP  12186,1942ApJ....95..307P,2.0,,,,v  ,4.0,1.0,,,1184850,HIP12186
HIP  12186,1953GCRV..C......0W,2.0,,,C,v  ,4.0,0.0,,##,1184850,HIP12186
HIP  12186,1964RGOB...85..207E,5.0,,,,v  ,10.300000190734863,1.0,,,1184850,HIP12186
HIP  12186,1979IAUS...30...57E,7.0,,,B,v  ,10.300000190734863,1.0,,##,1184850,HIP12186
HIP  12186,2004A&A...418..989N,3.0,,,A,v  ,10.600000381469727,1.0,,,1184850,HIP12186
HIP  12186,2005ApJS..159..141V,,,,A,V  ,11.8,2.0,,,1184850,HIP12186
HIP  12306,2013A&A...552A..64S,,,,A,z  ,-99.62,3.0,,,1549115,HIP12306
HIP  12306,2007A&A...465..271R,,,,A,v  ,-100.1,1.0,,,1549115,HIP12306
HIP  12306,2004A&A...418..989N,26.0,,,A,v  ,-100.0999984741211,1.0,,,1549115,HIP12306
HIP  12306,2002AJ....124.1144L,,,,A,V  ,-99.66,2.0,,,1549115,HIP12306
HIP  12306,2002AJ....124.1144L,16.0,,,A,v  ,-99.80999755859375,2.0,,,1549115,HIP12306
HIP  12306,1996BICDS..48...11F,6.0,,,,v  ,-95.0,0.0,,,1549115,HIP12306
HIP  12306,1969AJ.....74..908A,7.0,,,,v  ,-104.19999694824219,1.0,,,1549115,HIP12306
HIP  12306,1953GCRV..C......0W,4.0,,,B,v  ,-100.30000305175781,1.0,,##,1549115,HIP12306
HIP  12306,1938ApJ....88...34C,4.0,,,,v  ,-100.80000305175781,1.0,,,1549115,HIP12306
HIP  12306,1923ApJ....57..149A,4.0,,,,v  ,-99.80000305175781,1.0,,,1549115,HIP12306
HIP  12306,1914ApJ....39..341.,3.0,,,,v  ,-99.0,1.0,,,1549115,HIP12306
HIP  12306,1911PASP...23..239.,1.0,,,,v  ,-120.0,1.0,,,1549115,HIP12306
HIP  12381,2007A&A...465..271R,,,,A,v  ,49.5,1.0,,,1299126,HIP12381
HIP  12381,2004A&A...418..989N,3.0,,,A,v  ,49.5,1.0,,,1299126,HIP12381
HIP  12381,2006AstL...32..759G,,,,A,V  ,49.3,2.0,,,1299126,HIP12381
HIP  12411,2004A&A...418..989N,3.0,,,A,v  ,23.399999618530273,1.0,,,1186159,HIP12411
HIP  12411,2007A&A...475..519H,,,,A,V  ,23.4,2.0,,,1186159,HIP12411
HIP  12444,2007A&A...465..271R,,,,C,v  ,-1.0,1.0,,,1319219,HIP12444
HIP  12444,1950ApJ...111..221W,4.0,,,,v  ,-4.099999904632568,1.0,,,1319219,HIP12444
HIP  12444,1953GCRV..C......0W,4.0,,,C,v  ,-4.0,0.0,,##,1319219,HIP12444
HIP  12444,2004A&A...418..989N,4.0,,,C,v  ,-1.0,1.0,,,1319219,HIP12444
HIP  12444,2005PASJ...57...13T,,,,,v  ,-4.0,1.0,,,1319219,HIP12444
HIP  12444,2006AstL...32..759G,,,,C,V  ,-2.5,2.0,,,1319219,HIP12444
HIP  12483,17AJ....153...7521K,1.0,53610.763,B,B,v  ,40.84,2.0,,,1201711,HIP12483
HIP  12483,2006AstL...32..759G,,,,A,V  ,40.1,2.0,,,1201711,HIP12483
HIP  12483,2004A&A...418..989N,3.0,,,A,v  ,40.29999923706055,1.0,,,1201711,HIP12483
HIP  12483,1979IAUS...30...57E,10.0,,,B,v  ,33.20000076293945,1.0,,##,1201711,HIP12483
HIP  12483,1961RGOB...48..389E,6.0,,,,v  ,33.5,1.0,,,1201711,HIP12483
HIP  12483,1953GCRV..C......0W,3.0,,,C,v  ,34.0,0.0,,##,1201711,HIP12483
HIP  12483,1938ApJ....88...34C,3.0,,,,v  ,33.900001525878906,1.0,,,1201711,HIP12483
HIP  12611,17AJ....153...7521K,1.0,54683.819,A,A,v  ,10.94,2.0,,,3027867,HIP12611
HIP  12611,2006AstL...32..759G,,,,C,V  ,13.0,2.0,,,3027867,HIP12611
HIP  12611,2000VeARI..37....1W,,,,,v  ,13.0,1.0,,,3027867,HIP12611
HIP  12611,1979IAUS...30...57E,5.0,,,B,v  ,13.0,1.0,,##,3027867,HIP12611
HIP  12611,1961RGOB...48..389E,5.0,,,,v  ,13.0,1.0,,,3027867,HIP12611
HIP  12653,1913LicOB...7..113C,1.0,,,,v  ,18.399999618530273,1.0,,,3057869,HIP12653
HIP  12653,1928PLicO..16....1C,3.0,,,,v  ,16.600000381469727,1.0,,,3057869,HIP12653
HIP  12653,1953GCRV..C......0W,3.0,,,B,v  ,16.600000381469727,1.0,,##,3057869,HIP12653
HIP  12653,1961RGOB...48..389E,4.0,,,,v  ,14.699999809265137,1.0,,,3057869,HIP12653
HIP  12653,1979IAUS...30...57E,7.0,,,B,v  ,15.5,1.0,,##,3057869,HIP12653
HIP  12653,2004A&A...418..989N,3.0,,,A,v  ,16.700000762939453,1.0,,,3057869,HIP12653
HIP  12653,2005ApJS..159..141V,,,,A,V  ,16.8,2.0,,,3057869,HIP12653
HIP  12653,2006A&A...460..695T,5.0,,,A,v  ,16.700000762939453,1.0,,,3057869,HIP12653
HIP  12889,2004A&A...418..989N,10.0,,,A,v  ,52.0,1.0,,,2987573,HIP12889
HIP  12889,2006AstL...32..759G,,,,A,V  ,52.0,2.0,,,2987573,HIP12889
HIP  13315,2013A&A...552A..64S,,,,A,z  ,74.428,3.0,,,3057141,HIP13315
HIP  13315,2006AstL...32..759G,,,,A,V  ,74.5,2.0,,,3057141,HIP13315
HIP  13315,2004A&A...418..989N,4.0,,,A,v  ,74.4000015258789,1.0,,,3057141,HIP13315
HIP  13341,2004A&A...418..989N,5.0,,,A,v  ,90.4000015258789,1.0,,,3057458,HIP13341
HIP  13341,2006AstL...32..759G,,,,A,V  ,90.5,2.0,,,3057458,HIP13341
HIP  13350,2004A&A...418..989N,3.0,,,A,v  ,-43.099998474121094,1.0,,,3040477,HIP13350
HIP  13350,2006AstL...32..759G,,,,A,V  ,-42.9,2.0,,,3040477,HIP13350
HIP  13366,2007A&A...465..271R,,,,A,v  ,6.4,1.0,,,1456902,HIP13366
HIP  13366,2002AJ....124.1144L,10.0,,,A,v  ,6.21999979019165,2.0,,,1456902,HIP13366
HIP  13366,2002AJ....124.1144L,,,,A,V  ,6.22,2.0,,,1456902,HIP13366
HIP  13366,2004A&A...418..989N,3.0,,,A,v  ,6.400000095367432,1.0,,,1456902,HIP13366
HIP  13388,2013A&A...552A..64S,,,,A,z  ,65.606,3.0,,,1188552,HIP13388
HIP  13388,2006AstL...32..759G,,,,A,V  ,65.2,2.0,,,1188552,HIP13388
HIP  13388,2004A&A...418..989N,4.0,,,A,v  ,64.9000015258789,1.0,,,1188552,HIP13388
HIP  13388,1979IAUS...30...57E,4.0,,,B,v  ,60.900001525878906,1.0,,##,1188552,HIP13388
HIP  13388,1966RGOB..110..185E,4.0,,,,v  ,60.900001525878906,1.0,,,1188552,HIP13388
HIP  13513,1961RGOB...44..351E,4.0,,,,v  ,3.0,1.0,,,1160068,HIP13513
HIP  13513,1979IAUS...30...57E,4.0,,,D,v  ,3.0,0.0,,##,1160068,HIP13513
HIP  13513,2006A&A...460..695T,9.0,,,D,v  ,4.0,1.0,,,1160068,HIP13513
HIP  13513,2007A&A...475..519H,,,,D,V  ,4.0,2.0,,,1160068,HIP13513
HIP  13848,2013A&A...552A..64S,,,,A,z  ,26.459,3.0,,,1202644,HIP13848
HIP  13848,2006AstL...32..759G,,,,A,V  ,26.3,2.0,,,1202644,HIP13848
HIP  13848,2004A&A...418..989N,4.0,,,A,v  ,26.0,1.0,,,1202644,HIP13848
HIP  13902,2013A&A...552A..64S,,,,A,z  ,29.139,3.0,,,3014883,HIP13902
HIP  13902,2005ApJS..159..141V,,,,A,V  ,30.1,2.0,,,3014883,HIP13902
HIP  13902,2004A&A...418..989N,3.0,,,A,v  ,28.5,1.0,,,3014883,HIP13902
HIP  13938,2004A&A...418..989N,2.0,,,A,v  ,55.0,1.0,,,1350344,HIP13938
HIP  13938,2006AstL...32..759G,,,,A,V  ,54.8,2.0,,,1350344,HIP13938
HIP  14016,2004A&A...418..989N,4.0,,,D,v  ,65.9000015258789,1.0,,,625394,HIP14016
HIP  14016,2007A&A...475..519H,,,,D,V  ,65.9,2.0,,,625394,HIP14016
HIP  14023,2013A&A...552A..64S,,,,A,z  ,71.401,3.0,,,622401,HIP14023
HIP  14023,2007A&A...465..271R,,,,A,v  ,70.9,1.0,,,622401,HIP14023
HIP  14023,2011AAS...21743412C,,,,A,V  ,71.18,2.0,,,622401,HIP14023
HIP  14023,2004A&A...418..989N,4.0,,,A,v  ,70.9000015258789,1.0,,,622401,HIP14023
HIP  14023,1953GCRV..C......0W,3.0,,,B,v  ,66.19999694824219,1.0,,##,622401,HIP14023
HIP  14023,1915ApJ....42..172A,1.0,,,,v  ,66.69999694824219,1.0,,,622401,HIP14023
HIP  14086,17AJ....153...7521K,1.0,54710.775,A,A,v  ,40.83,2.0,,,628720,HIP14086
HIP  14086,2015A&A...574A..50J,,,A,,V  ,40.72,2.0,,,628720,HIP14086
HIP  14086,2013A&A...554A..84M,,,,D,V  ,37.98,2.0,,,628720,HIP14086
HIP  14086,2007A&A...465..271R,,,,A,v  ,38.0,1.0,,,628720,HIP14086
HIP  14086,2004A&A...418..989N,4.0,,,A,v  ,38.0,1.0,,,628720,HIP14086
HIP  14086,2002ApJS..141..503N,,,,A,V  ,42.59,2.0,,,628720,HIP14086
HIP  14086,2000VeARI..37....1W,,,,,v  ,38.5,1.0,,,628720,HIP14086
HIP  14086,1979IAUS...30...57E,11.0,,,A,v  ,-38.400001525878906,1.0,,##,628720,HIP14086
HIP  14086,1963MNRAS.126...29B,4.0,,,,v  ,41.0,1.0,,,628720,HIP14086
HIP  14086,1957MNRAS.117..534E,4.0,,,,v  ,39.900001525878906,1.0,,,628720,HIP14086
HIP  14086,1953GCRV..C......0W,3.0,,,C,v  ,31.0,0.0,,##,628720,HIP14086
HIP  14086,1929ApJ....70..207A,3.0,,,,v  ,31.700000762939453,1.0,,,628720,HIP14086
HIP  14241,2013A&A...552A..64S,,,,A,z  ,-20.264,3.0,,,624733,HIP14241
HIP  14241,2007A&A...465..271R,,,,A,v  ,-20.5,1.0,,,624733,HIP14241
HIP  14241,2004A&A...418..989N,14.0,,,A,v  ,-20.5,1.0,,,624733,HIP14241
HIP  14241,2002AJ....124.1144L,,,,A,V  ,-20.35,2.0,,,624733,HIP14241
HIP  14241,2002AJ....124.1144L,9.0,,,A,v  ,-20.3799991607666,2.0,,,624733,HIP14241
HIP  14241,1953GCRV..C......0W,3.0,,,B,v  ,-19.899999618530273,1.0,,##,624733,HIP14241
HIP  14241,1950ApJ...111..221W,3.0,,,,v  ,-19.399999618530273,1.0,,,624733,HIP14241
HIP  14339,2013A&A...552A..64S,,,,A,z  ,23.749,3.0,,,3093987,HIP14339
HIP  14339,2006AstL...32..759G,,,,A,V  ,23.6,2.0,,,3093987,HIP14339
HIP  14339,2004A&A...418..989N,3.0,,,A,v  ,23.5,1.0,,,3093987,HIP14339
HIP  14561,2013A&A...552A..64S,,,,A,z  ,-14.012,3.0,,,2986712,HIP14561
HIP  14561,2006AstL...32..759G,,,,A,V  ,-14.5,2.0,,,2986712,HIP14561
HIP  14561,2004A&A...418..989N,3.0,,,A,v  ,-14.5,1.0,,,2986712,HIP14561
HIP  14879,2007A&A...465..271R,,,,A,v  ,-19.4,1.0,,,636696,HIP14879
HIP  14879,1911PLicO...9...71W,5.0,,,,v  ,-20.799999237060547,1.0,,,636696,HIP14879
HIP  14879,1913LicOB...7..113C,1.0,,,,v  ,-20.600000381469727,1.0,,,636696,HIP14879
HIP  14879,1919ApJ....50..161L,7.0,,,,v  ,-21.5,1.0,,,636696,HIP14879
