hip,bibcode,nbmes,obsdate,qual,quality,velType,velValue,velValue_prec,remark,remarks,oidref,hipnospace
HIP  99224,2006AstL...32..759G,,,,A,V  ,-1.5,2.0,,,2556667,HIP99224
HIP  99240,2007A&A...465..271R,,,,A,v  ,-21.9,1.0,,,3402701,HIP99240
HIP  99240,1911PLicO...9...71W,5.0,,,,v  ,-22.600000381469727,1.0,,,3402701,HIP99240
HIP  99240,1913LicOB...7..113C,1.0,,,,v  ,-21.700000762939453,1.0,,,3402701,HIP99240
HIP  99240,1918ApJ....48..261L,3.0,,,,v  ,-22.799999237060547,1.0,,,3402701,HIP99240
HIP  99240,1928AnCap..10h...1J,3.0,,,,v  ,-22.799999237060547,1.0,,,3402701,HIP99240
HIP  99240,1928PLicO..16....1C,10.0,,,,v  ,-21.0,1.0,,,3402701,HIP99240
HIP  99240,1953GCRV..C......0W,18.0,,,A,v  ,-21.799999237060547,1.0,,##,3402701,HIP99240
HIP  99240,1957MNRAS.117..534E,4.0,,,,v  ,-21.200000762939453,1.0,,,3402701,HIP99240
HIP  99240,1979IAUS...30...57E,22.0,,,A,v  ,-21.700000762939453,1.0,,##,3402701,HIP99240
HIP  99240,1999VeARI..35....1W,,,,,v  ,-21.299999237060547,1.0,,,3402701,HIP99240
HIP  99240,2004A&A...418..989N,5.0,,,A,v  ,-21.899999618530273,1.0,,,3402701,HIP99240
HIP  99240,2004A&A...420..183A,,,,C,v  ,-21.7,1.0,,,3402701,HIP99240
HIP  99240,2005ApJS..159..141V,,,,B,V  ,-19.3,2.0,,,3402701,HIP99240
HIP  99551,17AJ....153...7521K,1.0,54747.393,B,B,v  ,22.99,2.0,,,3335016,HIP99551
HIP  99551,2006AstL...32..759G,,,,A,V  ,22.1,2.0,,,3335016,HIP99551
HIP  99551,2004A&A...418..989N,2.0,,,A,v  ,21.799999237060547,1.0,,,3335016,HIP99551
HIP  99799,17AJ....153...7521K,1.0,53610.5,A,A,v  ,-17.65,2.0,,,3514574,HIP99799
HIP  99799,2011AJ....141..187S,1.0,53609.0,A,A,v  ,-16.54,2.0,,,3514574,HIP99799
HIP  99799,2006AstL...32..759G,,,,A,V  ,-16.1,2.0,,,3514574,HIP99799
HIP  99799,2004A&A...418..989N,2.0,,,A,v  ,-16.399999618530273,1.0,,,3514574,HIP99799
HIP  99799,1979IAUS...30...57E,6.0,,,C,v  ,-15.5,1.0,,##,3514574,HIP99799
HIP  99799,1959MNRAS.119..638E,6.0,,,,v  ,-15.5,1.0,,,3514574,HIP99799
HIP 100394,2004A&A...418..989N,20.0,,,B,v  ,-30.100000381469727,1.0,,,2506895,HIP100394
HIP 100394,2006AstL...32..759G,,,,B,V  ,-29.6,2.0,,,2506895,HIP100394
HIP 100405,1961RGOB...48..389E,5.0,,,,v  ,-29.100000381469727,1.0,,,3450512,HIP100405
HIP 100405,1979IAUS...30...57E,5.0,,,B,v  ,-29.100000381469727,1.0,,##,3450512,HIP100405
HIP 100405,2004A&A...418..989N,47.0,,,A,v  ,-32.0,1.0,,,3450512,HIP100405
HIP 100405,2006AstL...32..759G,,,,A,V  ,-31.7,2.0,,,3450512,HIP100405
HIP 100412,1961RGOB...48..389E,4.0,,,,v  ,16.399999618530273,1.0,,,3484660,HIP100412
HIP 100412,1965MNRAS.131...95P,5.0,,,,v  ,19.399999618530273,1.0,,,3484660,HIP100412
HIP 100412,1979IAUS...30...57E,9.0,,,B,v  ,17.899999618530273,1.0,,##,3484660,HIP100412
HIP 100412,2000VeARI..37....1W,,,,,v  ,17.899999618530273,1.0,,,3484660,HIP100412
HIP 100412,2004A&A...418..989N,4.0,,,A,v  ,17.899999618530273,1.0,,,3484660,HIP100412
HIP 100412,2005ApJS..159..141V,,,,A,V  ,16.9,2.0,,,3484660,HIP100412
HIP 100568,2012ApJ...753...64I,,,,,V  ,-173.1,1.0,,,2506896,HIP100568
HIP 100568,2007A&A...465..271R,,,,A,v  ,-170.8,1.0,,,2506896,HIP100568
HIP 100568,2014AJ....147..136R,,,D,,V  ,-171.5,1.0,,,2506896,HIP100568
HIP 100568,1915ApJ....42..172A,1.0,,,,v  ,-179.0,1.0,,,2506896,HIP100568
HIP 100568,1915PASP...27..132.,4.0,,,,v  ,-179.0,1.0,,,2506896,HIP100568
HIP 100568,1944ApJ....99..271M,1.0,,,,v  ,-178.0,1.0,,,2506896,HIP100568
HIP 100568,1953GCRV..C......0W,6.0,,,C,v  ,-172.0,0.0,,##,2506896,HIP100568
HIP 100568,2002AJ....124.1144L,,,,A,V  ,-171.42,2.0,,,2506896,HIP100568
HIP 100568,2002AJ....124.1144L,20.0,,,A,v  ,-171.72000122070312,2.0,,,2506896,HIP100568
HIP 100568,2004A&A...418..989N,6.0,,,A,v  ,-170.8000030517578,1.0,,,2506896,HIP100568
HIP 100792,1950ApJ...111..221W,3.0,,,,v  ,-246.8000030517578,1.0,,,2725754,HIP100792
HIP 100792,1953GCRV..C......0W,3.0,,,B,v  ,-246.3000030517578,1.0,,##,2725754,HIP100792
HIP 100792,1969AJ.....74..908A,9.0,,,,v  ,-247.39999389648438,1.0,,,2725754,HIP100792
HIP 100792,2002AJ....124.1144L,24.0,,,A,v  ,-247.41000366210938,2.0,,,2725754,HIP100792
HIP 100792,2002AJ....124.1144L,,,,A,V  ,-247.41,2.0,,,2725754,HIP100792
HIP 100792,2011ApJ...743..140B,,,D,,V  ,-246.3,1.0,,,2725754,HIP100792
HIP 100942,2004A&A...418..989N,2.0,,,A,v  ,-10.699999809265137,1.0,,,3467809,HIP100942
HIP 100942,2006AstL...32..759G,,,,A,V  ,-10.4,2.0,,,3467809,HIP100942
HIP 100942,2011A&A...531A...8J,,,,B,v  ,-10.4,1.0,,,3467809,HIP100942
HIP 100970,2014MNRAS.444.3517M,,,D,,V  ,-91.1,1.0,,,2793030,HIP100970
HIP 100970,2013A&A...554A..84M,,,,A,V  ,-92.01,2.0,,,2793030,HIP100970
HIP 100970,2007A&A...465..271R,,,,A,v  ,-91.7,1.0,,,2793030,HIP100970
HIP 100970,2011ApJ...736...87K,,,A,A,v  ,-91.4,1.0,,,2793030,HIP100970
HIP 100970,2005PASJ...57...13T,,,,,v  ,-92.7,1.0,,,2793030,HIP100970
HIP 100970,2004A&A...418..989N,5.0,,,A,v  ,-91.69999694824219,1.0,,,2793030,HIP100970
HIP 100970,2002ApJS..141..503N,,,,A,V  ,-91.5,2.0,,,2793030,HIP100970
HIP 100970,1953GCRV..C......0W,3.0,,,B,v  ,-92.69999694824219,1.0,,##,2793030,HIP100970
HIP 100970,1938PASP...50..214A,,,,,v  ,-93.0,1.0,,,2793030,HIP100970
HIP 100970,1938ApJ....88...34C,3.0,,,,v  ,-93.19999694824219,1.0,,,2793030,HIP100970
HIP 101346,17AJ....153...7521K,1.0,54600.732,A,A,v  ,-46.04,2.0,,,2693425,HIP101346
HIP 101346,2011ApJ...743..140B,,,D,,V  ,-46.1,1.0,,,2693425,HIP101346
HIP 101346,2011A&A...526A.112S,,,,A,V  ,-45.83,2.0,,,2693425,HIP101346
HIP 101346,2004A&A...418..989N,5.0,,,A,v  ,-46.099998474121094,1.0,,,2693425,HIP101346
HIP 101399,2004A&A...418..989N,6.0,,,A,v  ,-13.300000190734863,1.0,,,3403154,HIP101399
HIP 101399,2006AstL...32..759G,,,,A,V  ,-12.8,2.0,,,3403154,HIP101399
HIP 101399,2011A&A...531A...8J,,,,B,v  ,-13.2,1.0,,,3403154,HIP101399
HIP 101857,1961RGOB...48..389E,5.0,,,,v  ,9.899999618530273,1.0,,,3385933,HIP101857
HIP 101857,1979IAUS...30...57E,5.0,,,C,v  ,9.899999618530273,1.0,,##,3385933,HIP101857
HIP 101857,2004A&A...418..989N,8.0,,,A,v  ,7.599999904632568,1.0,,,3385933,HIP101857
HIP 101857,2006AstL...32..759G,,,,A,V  ,8.0,2.0,,,3385933,HIP101857
HIP 102018,2013A&A...552A..64S,,,,A,z  ,-63.672,3.0,,,2480247,HIP102018
HIP 102018,2005ApJS..159..141V,,,,A,V  ,-63.0,2.0,,,2480247,HIP102018
HIP 102018,2004A&A...418..989N,4.0,,,A,v  ,-63.79999923706055,1.0,,,2480247,HIP102018
HIP 102018,1979IAUS...30...57E,2.0,,,C,v  ,-61.20000076293945,1.0,,##,2480247,HIP102018
HIP 102018,1965MNRAS.131...95P,2.0,,,,v  ,-61.20000076293945,1.0,,,2480247,HIP102018
HIP 102046,2012ApJ...753...64I,,,,,V  ,-37.3,1.0,,,2527404,HIP102046
HIP 102046,2014AJ....147..136R,,,D,,V  ,-35.7,1.0,,,2527404,HIP102046
HIP 102046,1929ApJ....70..207A,4.0,,,,v  ,-30.0,1.0,,,2527404,HIP102046
HIP 102046,1953GCRV..C......0W,4.0,,,C,v  ,-30.0,0.0,,##,2527404,HIP102046
HIP 102046,2000AJ....119.2866B,,,,,v  ,-34.0,0.0,,,2527404,HIP102046
HIP 102046,2004A&A...418..989N,5.0,,,A,v  ,-34.400001525878906,1.0,,,2527404,HIP102046
HIP 102046,2011A&A...526A.112S,,,,A,V  ,-34.5,2.0,,,2527404,HIP102046
HIP 102200,2004A&A...418..989N,3.0,,,A,v  ,-60.20000076293945,1.0,,,2340301,HIP102200
HIP 102200,2011A&A...526A.112S,,,,A,V  ,-60.06,2.0,,,2340301,HIP102200
HIP 102264,1957MNRAS.117..534E,4.0,,,,v  ,-19.799999237060547,1.0,,,2356311,HIP102264
HIP 102264,1979IAUS...30...57E,4.0,,,B,v  ,-19.799999237060547,1.0,,##,2356311,HIP102264
HIP 102264,2002ApJS..141..503N,,,,C,V  ,-21.88,2.0,,,2356311,HIP102264
HIP 102264,2004A&A...418..989N,12.0,,,B,v  ,-19.299999237060547,1.0,,,2356311,HIP102264
HIP 102548,2004A&A...418..989N,2.0,,,A,v  ,14.0,1.0,,,3418689,HIP102548
HIP 102548,2006AstL...32..759G,,,,A,V  ,14.4,2.0,,,3418689,HIP102548
HIP 102580,2004A&A...418..989N,8.0,,,A,v  ,-18.200000762939453,1.0,,,2324459,HIP102580
HIP 102580,2006AstL...32..759G,,,,A,V  ,-17.7,2.0,,,2324459,HIP102580
HIP 102610,2013A&A...552A..64S,,,,A,z  ,-33.377,3.0,,,2757549,HIP102610
HIP 102610,2007A&A...465..271R,,,,A,v  ,-33.4,1.0,,,2757549,HIP102610
HIP 102610,2004A&A...418..989N,2.0,,,A,v  ,-33.400001525878906,1.0,,,2757549,HIP102610
HIP 102610,2002ApJS..141..503N,,,,A,V  ,-33.39,2.0,,,2757549,HIP102610
HIP 102762,1950ApJ...111..221W,3.0,,,,v  ,-82.5999984741211,1.0,,,2507731,HIP102762
HIP 102762,1950ApJ...112...48M,2.0,,,,v  ,-90.0,1.0,,,2507731,HIP102762
HIP 102762,1953GCRV..C......0W,5.0,,,C,v  ,-85.0,0.0,,##,2507731,HIP102762
HIP 102762,2000VeARI..37....1W,,,,,v  ,-83.19999694824219,1.0,,,2507731,HIP102762
HIP 102762,2004A&A...418..989N,6.0,,,A,v  ,-83.19999694824219,1.0,,,2507731,HIP102762
HIP 102762,2006AstL...32..759G,,,,A,V  ,-82.9,2.0,,,2507731,HIP102762
HIP 102793,1955PDDO....2...97R,4.0,,,,v  ,27.899999618530273,1.0,,,2593124,HIP102793
HIP 102793,1969AJ.....74..908A,9.0,,,,v  ,18.700000762939453,1.0,,,2593124,HIP102793
HIP 102793,1979IAUS...30...57E,4.0,,,C,v  ,27.899999618530273,1.0,,##,2593124,HIP102793
HIP 102793,2006AstL...32..759G,,,,C,V  ,21.5,2.0,,,2593124,HIP102793
HIP 102838,2013A&A...552A..64S,,,,A,z  ,-100.763,3.0,,,2710440,HIP102838
HIP 102838,2006AstL...32..759G,,,,A,V  ,-100.6,2.0,,,2710440,HIP102838
HIP 102838,2004A&A...418..989N,5.0,,,A,v  ,-101.0,1.0,,,2710440,HIP102838
HIP 103458,2013A&A...552A..64S,,,,A,z  ,-7.934,3.0,,,3485403,HIP103458
HIP 103458,2011A&A...526A.112S,,,,A,V  ,-7.92,2.0,,,3485403,HIP103458
HIP 103458,2004A&A...418..989N,5.0,,,A,v  ,-8.0,1.0,,,3485403,HIP103458
HIP 103458,1979IAUS...30...57E,11.0,,,B,v  ,-9.600000381469727,1.0,,##,3485403,HIP103458
HIP 103458,1957MNRAS.117..534E,9.0,,,,v  ,-8.199999809265137,1.0,,,3485403,HIP103458
HIP 103458,1953GCRV..C......0W,2.0,,,C,v  ,-16.0,0.0,,##,3485403,HIP103458
HIP 103458,1928PLicO..16....1C,2.0,,,,v  ,-16.0,1.0,,,3485403,HIP103458
HIP 103458,1913LicOB...7..113C,2.0,,,,v  ,-16.0,1.0,,,3485403,HIP103458
HIP 103498,2004A&A...418..989N,5.0,,,A,v  ,-6.300000190734863,1.0,,,3468330,HIP103498
HIP 103498,2011A&A...526A.112S,,,,A,V  ,-6.14,2.0,,,3468330,HIP103498
HIP 103572,2004A&A...418..989N,5.0,,,A,v  ,-19.899999618530273,1.0,,,2376177,HIP103572
HIP 103572,2011A&A...526A.112S,,,,A,V  ,-20.23,2.0,,,2376177,HIP103572
HIP 103609,2004A&A...418..989N,3.0,,,A,v  ,-49.20000076293945,1.0,,,2376208,HIP103609
HIP 103609,2006AstL...32..759G,,,,A,V  ,-48.7,2.0,,,2376208,HIP103609
HIP 103654,2013A&A...552A..64S,,,,A,z  ,-34.086,3.0,,,3368894,HIP103654
HIP 103654,2005ApJS..159..141V,,,,B,V  ,-33.6,2.0,,,3368894,HIP103654
HIP 103654,2004A&A...418..989N,5.0,,,A,v  ,-34.599998474121094,1.0,,,3368894,HIP103654
HIP 103654,1979IAUS...30...57E,4.0,,,B,v  ,-34.29999923706055,1.0,,##,3368894,HIP103654
HIP 103654,1959MNRAS.119..638E,4.0,,,,v  ,-34.29999923706055,1.0,,,3368894,HIP103654
HIP 103682,2013A&A...552A..64S,,,,A,z  ,-17.535,3.0,,,1340361,HIP103682
HIP 103682,2005PASJ...57...13T,,,,,v  ,-17.6,1.0,,,1340361,HIP103682
HIP 103682,2004A&A...418..989N,6.0,,,A,v  ,-17.799999237060547,1.0,,,1340361,HIP103682
HIP 103682,2002ApJS..141..503N,,,,A,V  ,-17.57,2.0,,,1340361,HIP103682
HIP 103682,1999VeARI..35....1W,,,,,v  ,-17.600000381469727,1.0,,,1340361,HIP103682
HIP 103682,1953GCRV..C......0W,3.0,,,B,v  ,-17.399999618530273,1.0,,##,1340361,HIP103682
HIP 103682,1938ApJ....88...34C,3.0,,,,v  ,-17.899999618530273,1.0,,,1340361,HIP103682
HIP 103692,2013A&A...552A..64S,,,,A,z  ,-60.171,3.0,,,1478172,HIP103692
HIP 103692,2011AAS...21743412C,,,,A,V  ,-60.25,2.0,,,1478172,HIP103692
HIP 103692,2004A&A...418..989N,3.0,,,A,v  ,-60.599998474121094,1.0,,,1478172,HIP103692
HIP 103735,2002ApJS..141..503N,,,,C,V  ,52.56,2.0,,,1142939,HIP103735
HIP 103735,2004A&A...418..989N,7.0,,,B,v  ,63.099998474121094,1.0,,,1142939,HIP103735
HIP 103773,2004A&A...418..989N,5.0,,,A,v  ,25.399999618530273,1.0,,,1216528,HIP103773
HIP 103773,2006AstL...32..759G,,,,A,V  ,25.8,2.0,,,1216528,HIP103773
HIP 103881,2004A&A...418..989N,4.0,,,C,v  ,21.5,1.0,,,1319835,HIP103881
HIP 103881,2006AstL...32..759G,,,,C,V  ,21.2,2.0,,,1319835,HIP103881
HIP 103896,2013A&A...552A..64S,,,,A,z  ,40.084,3.0,,,1251421,HIP103896
HIP 103896,2006AstL...32..759G,,,,A,V  ,40.0,2.0,,,1251421,HIP103896
HIP 103896,2004A&A...418..989N,6.0,,,A,v  ,39.70000076293945,1.0,,,1251421,HIP103896
HIP 103990,17AJ....153...7521K,1.0,53611.544,B,B,v  ,48.42,2.0,,,3516392,HIP103990
HIP 103990,2006AstL...32..759G,,,,A,V  ,49.3,2.0,,,3516392,HIP103990
HIP 103990,2004A&A...418..989N,2.0,,,A,v  ,49.099998474121094,1.0,,,3516392,HIP103990
HIP 104045,2013A&A...552A..64S,,,,A,z  ,45.533,3.0,,,1340236,HIP104045
HIP 104045,2006AstL...32..759G,,,,A,V  ,45.3,2.0,,,1340236,HIP104045
HIP 104045,2004A&A...418..989N,5.0,,,A,v  ,45.0,1.0,,,1340236,HIP104045
HIP 104075,2002ApJS..141..503N,,,,A,V  ,13.85,2.0,,,1418111,HIP104075
HIP 104075,2004A&A...418..989N,2.0,,,A,v  ,12.899999618530273,1.0,,,1418111,HIP104075
HIP 104075,2007AJ....133.2524W,,,,A,v  ,13.41,2.0,,,1418111,HIP104075
HIP 104152,2004A&A...418..989N,3.0,,,A,v  ,-33.599998474121094,1.0,,,3418922,HIP104152
HIP 104152,2006AstL...32..759G,,,,A,V  ,-33.3,2.0,,,3418922,HIP104152
HIP 104294,1965MNRAS.131...95P,3.0,,,,v  ,-95.0,1.0,,,1340257,HIP104294
HIP 104294,2004A&A...418..989N,7.0,,,A,v  ,-101.5,1.0,,,1340257,HIP104294
HIP 104294,2006AstL...32..759G,,,,A,V  ,-101.6,2.0,,,1340257,HIP104294
HIP 104560,2004A&A...418..989N,5.0,,,A,v  ,-52.5,1.0,,,1319863,HIP104560
HIP 104560,2006AstL...32..759G,,,,A,V  ,-52.2,2.0,,,1319863,HIP104560
HIP 104659,2007A&A...465..271R,,,,A,v  ,-44.9,1.0,,,1478638,HIP104659
HIP 104659,2014AJ....147..136R,,,D,,V  ,-44.6,1.0,,,1478638,HIP104659
HIP 104659,1914ApJ....39..341.,3.0,,,,v  ,-46.0,1.0,,,1478638,HIP104659
HIP 104659,1953GCRV..C......0W,3.0,,,B,v  ,-45.099998474121094,1.0,,##,1478638,HIP104659
HIP 104659,1965RGOB...93..363W,1.0,,,,v  ,-44.400001525878906,1.0,,,1478638,HIP104659
HIP 104659,1969AJ.....74..908A,8.0,,,,v  ,-44.900001525878906,1.0,,,1478638,HIP104659
HIP 104659,2002AJ....124.1144L,,,,A,V  ,-44.52,2.0,,,1478638,HIP104659
HIP 104659,2002AJ....124.1144L,20.0,,,A,v  ,-44.59000015258789,2.0,,,1478638,HIP104659
HIP 104659,2004A&A...418..989N,9.0,,,A,v  ,-44.900001525878906,1.0,,,1478638,HIP104659
HIP 104659,2011ApJ...743..140B,,,D,,V  ,-45.1,1.0,,,1478638,HIP104659
HIP 104672,2004A&A...418..989N,4.0,,,A,v  ,-67.30000305175781,1.0,,,1439461,HIP104672
HIP 104672,2006AstL...32..759G,,,,A,V  ,-67.1,2.0,,,1439461,HIP104672
HIP 104766,2004A&A...418..989N,3.0,,,A,v  ,63.5,1.0,,,1231988,HIP104766
HIP 104766,2006AstL...32..759G,,,,A,V  ,63.6,2.0,,,1231988,HIP104766
HIP 104922,2004A&A...418..989N,2.0,,,A,v  ,25.299999237060547,1.0,,,1281742,HIP104922
HIP 104922,2006AstL...32..759G,,,,A,V  ,25.7,2.0,,,1281742,HIP104922
HIP 105083,2004A&A...418..989N,2.0,,,A,v  ,66.0999984741211,1.0,,,1251644,HIP105083
HIP 105083,2006AstL...32..759G,,,,A,V  ,65.9,2.0,,,1251644,HIP105083
HIP 105214,1957MNRAS.117..534E,4.0,,,,v  ,-22.100000381469727,1.0,,,3386830,HIP105214
HIP 105214,1965MNRAS.131...95P,8.0,,,,v  ,-18.399999618530273,1.0,,,3386830,HIP105214
HIP 105214,2004A&A...418..989N,3.0,,,A,v  ,-17.399999618530273,1.0,,,3386830,HIP105214
HIP 105214,2006A&A...460..695T,3.0,,,A,v  ,-17.399999618530273,1.0,,,3386830,HIP105214
HIP 105214,2006AstL...32..759G,,,,A,V  ,-17.6,2.0,,,3386830,HIP105214
HIP 105521,2004A&A...418..989N,6.0,,,A,v  ,-61.70000076293945,1.0,,,1409469,HIP105521
HIP 105521,2011AAS...21743412C,,,,A,V  ,-61.73,2.0,,,1409469,HIP105521
HIP 105541,2013A&A...552A..64S,,,,A,z  ,-2.234,3.0,,,3469205,HIP105541
HIP 105541,2006AstL...32..759G,,,,A,V  ,-2.2,2.0,,,3469205,HIP105541
HIP 105541,2004A&A...418..989N,6.0,,,A,v  ,-2.5999999046325684,1.0,,,3469205,HIP105541
HIP 105606,2013A&A...552A..64S,,,,A,z  ,6.726,3.0,,,3486701,HIP105606
HIP 105606,2006AstL...32..759G,,,,A,V  ,6.9,2.0,,,3486701,HIP105606
HIP 105606,2004A&A...418..989N,3.0,,,A,v  ,6.400000095367432,1.0,,,3486701,HIP105606
HIP 105790,2004A&A...418..989N,2.0,,,A,v  ,-4.800000190734863,1.0,,,3350566,HIP105790
HIP 105790,2006AstL...32..759G,,,,A,V  ,-4.3,2.0,,,3350566,HIP105790
HIP 105858,1957MNRAS.117..534E,5.0,,,,v  ,-28.799999237060547,1.0,,,3369496,HIP105858
HIP 105858,1958MNRAS.118..609B,3.0,,,,v  ,-30.0,1.0,,,3369496,HIP105858
HIP 105858,1961MNRAS.123..233B,4.0,,,,v  ,-29.299999237060547,1.0,,,3369496,HIP105858
HIP 105858,1968MNRAS.139..341B,6.0,,,,v  ,-28.600000381469727,1.0,,,3369496,HIP105858
HIP 105858,1970MNRAS.148..489F,9.0,,,,v  ,-29.5,1.0,,,3369496,HIP105858
HIP 105858,1999VeARI..35....1W,,,,,v  ,-29.399999618530273,1.0,,,3369496,HIP105858
HIP 105858,2004A&A...418..989N,3.0,,,A,v  ,-29.899999618530273,1.0,,,3369496,HIP105858
HIP 105858,2004A&A...420..183A,,,,C,v  ,-29.7,1.0,,,3369496,HIP105858
HIP 105858,2010A&A...521A..12M,,,D,,V  ,-31.83,2.0,,,3369496,HIP105858
HIP 105858,2010A&A...521A..12M,,,,A,V  ,-30.7,2.0,,,3369496,HIP105858
HIP 105858,2007A&A...465..271R,,,,A,v  ,-29.9,1.0,,,3369496,HIP105858
HIP 105858,1911PLicO...9...71W,4.0,,,,v  ,-30.0,1.0,,,3369496,HIP105858
HIP 105858,1913LicOB...7..113C,1.0,,,,v  ,-31.100000381469727,1.0,,,3369496,HIP105858
HIP 105858,1919ApJ....50..161L,3.0,,,,v  ,-31.5,1.0,,,3369496,HIP105858
HIP 105858,1928AnCap..10h...1J,3.0,,,,v  ,-31.5,1.0,,,3369496,HIP105858
HIP 105858,1928PLicO..16....1C,6.0,,,,v  ,-30.399999618530273,1.0,,,3369496,HIP105858
HIP 105858,1953GCRV..C......0W,13.0,,,A,v  ,-30.200000762939453,1.0,,##,3369496,HIP105858
HIP 105858,1956PASP...68..158M,37.0,,,,v  ,,,,,3369496,HIP105858
HIP 106006,2004A&A...418..989N,5.0,,,A,v  ,-10.100000381469727,1.0,,,1251946,HIP106006
HIP 106006,2006AstL...32..759G,,,,A,V  ,-9.7,2.0,,,1251946,HIP106006
HIP 106560,1961RGOB...44..351E,5.0,,,,v  ,71.0,1.0,,,3436294,HIP106560
HIP 106560,1963MNRAS.126...29B,3.0,,,,v  ,101.0,1.0,,,3436294,HIP106560
HIP 106560,2004A&A...418..989N,13.0,,,A,v  ,92.4000015258789,1.0,,,3436294,HIP106560
HIP 106560,2006AstL...32..759G,,,,A,V  ,92.7,2.0,,,3436294,HIP106560
HIP 106678,2013A&A...552A..64S,,,,A,z  ,-74.12,3.0,,,1478840,HIP106678
HIP 106678,2007A&A...465..271R,,,,A,v  ,-74.6,1.0,,,1478840,HIP106678
HIP 106678,2006AstL...32..759G,,,,A,V  ,-74.2,2.0,,,1478840,HIP106678
HIP 106678,2004A&A...418..989N,3.0,,,A,v  ,-74.5999984741211,1.0,,,1478840,HIP106678
HIP 106701,2004A&A...418..989N,5.0,,,A,v  ,-26.100000381469727,1.0,,,1203805,HIP106701
HIP 106701,2006A&A...460..695T,1.0,,,,v  ,-26.0,0.0,,,1203805,HIP106701
HIP 106701,2006AstL...32..759G,,,,A,V  ,-25.7,2.0,,,1203805,HIP106701
HIP 106931,2004A&A...418..989N,5.0,,,A,v  ,-45.70000076293945,1.0,,,1143605,HIP106931
HIP 106931,2006AstL...32..759G,,,,A,V  ,-45.3,2.0,,,1143605,HIP106931
HIP 106951,2004A&A...418..989N,2.0,,,A,v  ,-60.900001525878906,1.0,,,1300519,HIP106951
HIP 106951,2006AstL...32..759G,,,,A,V  ,-60.6,2.0,,,1300519,HIP106951
HIP 107607,2013A&A...552A..64S,,,,A,z  ,-94.507,3.0,,,3404089,HIP107607
HIP 107607,2011A&A...526A.112S,,,,A,V  ,-94.5,2.0,,,3404089,HIP107607
HIP 107607,2004A&A...418..989N,4.0,,,A,v  ,-94.19999694824219,1.0,,,3404089,HIP107607
HIP 107607,2000AJ....119.2866B,,,,,v  ,-90.0,0.0,,,3404089,HIP107607
HIP 107618,17AJ....153...7521K,1.0,54623.742,C,C,v  ,51.35,2.0,,,1292061,HIP107618
HIP 107618,2013A&A...552A..64S,,,,A,z  ,52.299,3.0,,,1292061,HIP107618
HIP 107618,2006AstL...32..759G,,,,A,V  ,52.2,2.0,,,1292061,HIP107618
HIP 107618,2004A&A...418..989N,6.0,,,A,v  ,51.900001525878906,1.0,,,1292061,HIP107618
HIP 107708,2013A&A...552A..64S,,,,A,z  ,36.498,3.0,,,1252507,HIP107708
HIP 107708,2006AstL...32..759G,,,,A,V  ,35.2,2.0,,,1252507,HIP107708
HIP 107708,2004A&A...418..989N,3.0,,,A,v  ,34.79999923706055,1.0,,,1252507,HIP107708
HIP 107857,2013A&A...552A..64S,,,,A,z  ,-27.624,3.0,,,1310653,HIP107857
HIP 107857,2006AstL...32..759G,,,,A,V  ,-26.7,2.0,,,1310653,HIP107857
HIP 107857,2004A&A...418..989N,4.0,,,A,v  ,-27.200000762939453,1.0,,,1310653,HIP107857
HIP 107877,1950ApJ...111..221W,3.0,,,,v  ,-49.0,1.0,,,1252510,HIP107877
HIP 107877,1953GCRV..C......0W,3.0,,,B,v  ,-48.5,1.0,,##,1252510,HIP107877
HIP 107877,1999VeARI..35....1W,,,,,v  ,-48.5,1.0,,,1252510,HIP107877
HIP 107877,2004A&A...418..989N,4.0,,,A,v  ,-43.0,1.0,,,1252510,HIP107877
HIP 107877,2006AstL...32..759G,,,,A,V  ,-43.1,2.0,,,1252510,HIP107877
HIP 107975,2007A&A...465..271R,,,,A,v  ,19.0,1.0,,,1507935,HIP107975
HIP 107975,1932MNRAS..92..771S,3.0,,,,v  ,18.0,1.0,,,1507935,HIP107975
HIP 107975,1938ApJ....88...34C,3.0,,,,v  ,16.299999237060547,1.0,,,1507935,HIP107975
HIP 107975,1942PDDO....1..251Y,4.0,,,,v  ,20.200000762939453,1.0,,,1507935,HIP107975
HIP 107975,1953GCRV..C......0W,10.0,,,B,v  ,19.0,1.0,,##,1507935,HIP107975
HIP 107975,2004A&A...418..989N,20.0,,,A,v  ,19.0,1.0,,,1507935,HIP107975
HIP 107975,2005PASJ...57...13T,,,,,v  ,19.0,1.0,,,1507935,HIP107975
HIP 107975,2011A&A...531A...8J,,,,B,v  ,18.4,1.0,,,1507935,HIP107975
HIP 107975,2011AAS...21743412C,,,,A,V  ,18.93,2.0,,,1507935,HIP107975
HIP 108068,2013A&A...552A..64S,,,,A,z  ,-42.733,3.0,,,1292036,HIP108068
HIP 108068,2006AstL...32..759G,,,,A,V  ,-42.6,2.0,,,1292036,HIP108068
HIP 108068,2004A&A...418..989N,4.0,,,A,v  ,-43.0,1.0,,,1292036,HIP108068
HIP 108095,2004A&A...418..989N,7.0,,,A,v  ,-37.5,1.0,,,1282491,HIP108095
HIP 108095,2006AstL...32..759G,,,,A,V  ,-37.4,2.0,,,1282491,HIP108095
HIP 108158,2013A&A...552A..64S,,,,A,z  ,6.599,3.0,,,3335810,HIP108158
HIP 108158,2005ApJS..159..141V,,,,B,V  ,7.4,2.0,,,3335810,HIP108158
